cmi.interaction_answered,test_completed,module_completed,homework_scored,quiz_viewed,quiz_receive,test_start,homework_min_score,homework_avg_score,homework_max_score,test_min_score,test_avg_score,test_max_score,Place_in_course,Place_in_institution,successful_homeworks,successful_tests
0.9428571428571428,0.7692307692307693,0.7142857142857142,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.660026401056042,0.0,0.7307692307692308,0.8205128205128206,0.8333333333333333,0.7692307692307693
0.9714285714285714,0.7692307692307693,0.7142857142857142,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8300332013280531,0.0,0.8717948717948718,0.9145299145299146,0.6666666666666666,0.7692307692307693
0.9714285714285714,0.42307692307692313,0.2857142857142857,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,0.3333750052089841,0.5383298665279942,0.8,0.15384615384615388,0.282051282051282,0.2222222222222222,0.42307692307692313
0.7142857142857143,0.7307692307692308,0.7142857142857142,0.6666666666666666,0.8,0.8,0.8,0.0,0.9166666666666666,1.0,0.8334375130224609,0.9271204181500592,1.0,0.7435897435897436,0.8290598290598291,0.6666666666666666,0.7307692307692308
1.0,0.8076923076923077,0.7619047619047619,0.8888888888888888,1.0,1.0,1.0,0.6,0.9624999999999999,1.0,0.0,0.7066549328639812,0.0,0.6923076923076923,0.7863247863247864,0.8888888888888888,0.8076923076923077
1.0,0.19230769230769232,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5000625078134767,0.6433190660959772,0.75,0.08974358974358977,0.18803418803418798,0.0,0.19230769230769232
1.0,0.8076923076923077,0.7619047619047619,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7683240662959852,0.0,0.8589743589743589,0.9059829059829061,0.8333333333333333,0.8076923076923077
1.0,0.42307692307692313,0.2857142857142857,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.642500700028001,0.0,0.37179487179487175,0.5299145299145299,0.3333333333333333,0.42307692307692313
1.0,0.8461538461538463,0.8095238095238095,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6833206661599794,0.0,0.7692307692307693,0.8461538461538463,0.8333333333333333,0.8461538461538463
0.22857142857142856,0.5384615384615385,0.6190476190476191,0.7222222222222222,0.2,0.2,0.2,1.0,1.0,1.0,0.0,0.9375375015000599,0.0,0.9615384615384615,0.9743589743589745,0.7222222222222222,0.5384615384615385
1.0,0.6153846153846154,0.5238095238095237,0.611111111111111,1.0,1.0,1.0,0.0,0.7636363636363637,1.0,0.0,0.7633638678880487,0.0,0.25641025641025644,0.358974358974359,0.611111111111111,0.6153846153846154
1.0,0.3076923076923077,0.14285714285714285,0.05555555555555555,1.0,1.0,1.0,0.6,0.6,0.6,0.0,0.7799911996479858,0.0,0.17948717948717943,0.29914529914529914,0.05555555555555555,0.3076923076923077
1.0,0.6153846153846154,0.5238095238095237,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6383321999546647,0.0,0.5641025641025642,0.6923076923076923,0.5555555555555556,0.6153846153846154
1.0,0.38461538461538464,0.23809523809523808,0.2777777777777778,1.0,1.0,1.0,0.8,0.96,1.0,0.0,0.6350004000160007,0.0,0.2820512820512821,0.41025641025641024,0.2777777777777778,0.38461538461538464
1.0,0.46153846153846156,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6667500104179692,0.7816979345840501,0.9,0.6666666666666666,0.7692307692307693,0.3333333333333333,0.46153846153846156
0.22857142857142856,0.038461538461538464,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.5000625078134767,0.500020000800032,0.5,0.025641025641025664,0.05982905982905974,0.0,0.038461538461538464
1.0,0.8076923076923077,0.7619047619047619,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6016824006293585,0.0,0.6538461538461539,0.7606837606837608,0.8333333333333333,0.8076923076923077
1.0,0.5,0.38095238095238093,0.38888888888888884,1.0,1.0,1.0,0.0,0.7999999999999999,1.0,0.0,0.7033614677920449,0.0,0.23076923076923075,0.34188034188034183,0.38888888888888884,0.5
1.0,0.8076923076923077,0.7619047619047619,0.7777777777777777,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5233542675040334,0.0,0.5128205128205129,0.6581196581196581,0.7777777777777777,0.8076923076923077
1.0,0.6538461538461539,0.5714285714285714,0.611111111111111,1.0,1.0,1.0,0.0,0.8727272727272727,1.0,0.2000250031253907,0.46168513407202943,0.875,0.16666666666666666,0.2905982905982906,0.611111111111111,0.6538461538461539
0.7142857142857143,0.7692307692307693,0.7619047619047619,0.8333333333333333,0.8,0.8,0.8,0.6,0.9733333333333333,1.0,0.5000625078134767,0.7916983346000507,1.0,0.7948717948717948,0.8632478632478634,0.8333333333333333,0.7692307692307693
0.9714285714285714,0.5,0.38095238095238093,0.4444444444444444,1.0,1.0,1.0,0.0,0.85,1.0,0.0,0.7549651986079442,0.0,0.32051282051282054,0.45299145299145305,0.4444444444444444,0.5
1.0,0.5384615384615385,0.42857142857142855,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,0.5000625078134767,0.7733642679040496,1.0,0.7051282051282051,0.8034188034188036,0.4444444444444444,0.5384615384615385
0.7142857142857143,0.6153846153846154,0.5714285714285714,0.611111111111111,0.8,0.8,0.8,1.0,1.0,1.0,0.16668750260449255,0.5541680000533357,0.8,0.5769230769230769,0.7008547008547008,0.611111111111111,0.6153846153846154
1.0,0.6153846153846154,0.5238095238095237,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.3333750052089841,0.6666933344000425,1.0,0.6153846153846154,0.7264957264957265,0.5555555555555556,0.6153846153846154
0.22857142857142856,0.038461538461538464,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,1.0,0.9999149965998638,0.999875,0.9743589743589743,0.9829059829059829,0.0,0.038461538461538464
1.0,0.9615384615384616,0.9523809523809523,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9871794871794871,0.9914529914529914,0.8333333333333333,0.9615384615384616
1.0,0.8076923076923077,0.7619047619047619,0.8333333333333333,1.0,1.0,1.0,0.8,0.9866666666666667,1.0,0.5000625078134767,0.721695534488046,0.875,0.7564102564102564,0.8376068376068377,0.8333333333333333,0.8076923076923077
1.0,0.8846153846153847,0.8571428571428571,0.8888888888888888,1.0,1.0,1.0,0.0,0.9375,1.0,0.0,0.7866464658586342,0.0,0.6794871794871795,0.7777777777777779,0.8888888888888888,0.8846153846153847
0.7142857142857143,0.576923076923077,0.5238095238095237,0.5555555555555556,1.0,0.8,0.8,1.0,1.0,1.0,0.0,0.5375215008600344,0.0,0.49999999999999994,0.641025641025641,0.5555555555555556,0.576923076923077
0.9714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.8888888888888888,1.0,0.3333750052089841,0.5591890342280357,0.8,0.3333333333333333,0.46153846153846156,1.0,1.0
0.22857142857142856,0.15384615384615385,0.14285714285714285,0.16666666666666666,0.2,0.2,0.2,1.0,1.0,1.0,0.0,0.7500300012000479,0.0,0.8205128205128205,0.8803418803418804,0.16666666666666666,0.15384615384615385
0.37142857142857144,0.15384615384615385,0.09523809523809523,0.1111111111111111,0.4,0.4,0.4,1.0,1.0,1.0,0.0,0.8749349973998959,0.0,0.8076923076923077,0.8717948717948719,0.1111111111111111,0.15384615384615385
0.5428571428571428,0.11538461538461539,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.0,0.0,0.6667500104179692,0.8471894431332809,0.9998,0.4102564102564103,0.5641025641025641,0.0,0.11538461538461539
0.5714285714285714,0.7692307692307693,0.8095238095238095,0.9444444444444444,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6,0.9294117647058824,1.0,0.0,0.5833566676000373,0.0,0.5512820512820513,0.6837606837606838,0.9444444444444444,0.7692307692307693
0.7142857142857143,0.38461538461538464,0.2857142857142857,0.2777777777777778,0.8,0.8,0.8,0.8,0.96,1.0,0.0,0.6937131651932744,0.0,0.38461538461538464,0.5384615384615385,0.2777777777777778,0.38461538461538464
1.0,0.6153846153846154,0.5238095238095237,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8133658679680519,0.0,0.8333333333333333,0.888888888888889,0.5555555555555556,0.6153846153846154
0.7142857142857143,0.3076923076923077,0.19047619047619047,0.16666666666666666,0.8,0.8,0.8,1.0,1.0,1.0,0.0,0.48074839660253055,0.0,0.12820512820512822,0.23076923076923078,0.16666666666666666,0.3076923076923077
1.0,0.46153846153846156,0.3333333333333333,0.38888888888888884,1.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.6667500104179692,0.8683680680560556,1.0,0.4743589743589744,0.6239316239316239,0.38888888888888884,0.46153846153846156
1.0,0.8076923076923077,0.7619047619047619,0.8333333333333333,1.0,1.0,1.0,0.6,0.9733333333333333,1.0,0.3333750052089841,0.5483302665439949,0.874875,0.48717948717948717,0.6324786324786325,0.8333333333333333,0.8076923076923077
0.6571428571428571,0.34615384615384615,0.2857142857142857,0.2777777777777778,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.96,1.0,0.0,0.749988332866648,0.0,0.5897435897435898,0.7094017094017093,0.2777777777777778,0.34615384615384615
0.7142857142857143,0.5384615384615385,0.47619047619047616,0.5555555555555556,0.8,0.8,0.8,1.0,1.0,1.0,0.0,0.8583176660399748,0.0,0.8974358974358975,0.9316239316239318,0.5555555555555556,0.5384615384615385
0.22857142857142856,0.038461538461538464,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.8126015751968997,0.812532501300052,0.8125,0.30769230769230765,0.4444444444444444,0.0,0.038461538461538464
1.0,0.5,0.38095238095238093,0.38888888888888884,1.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.0,0.7933384002026747,0.0,0.3461538461538462,0.5128205128205128,0.38888888888888884,0.5
1.0,0.19230769230769232,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5000625078134767,0.7500300012000479,1.0,0.19230769230769232,0.30769230769230765,0.0,0.19230769230769232
1.0,0.23076923076923078,0.047619047619047616,0.05555555555555555,1.0,1.0,1.0,1.0,1.0,1.0,0.41671875651123097,0.8633428670480152,1.0,0.6025641025641026,0.717948717948718,0.05555555555555555,0.23076923076923078
1.0,0.5,0.38095238095238093,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.49668653412803193,0.0,0.07692307692307689,0.17948717948717946,0.1111111111111111,0.5
0.8285714285714285,0.6923076923076923,0.6666666666666666,0.7222222222222222,0.8,0.8,0.8,0.8,0.9846153846153847,1.0,0.0,0.6104410843100391,0.0,0.6410256410256411,0.7521367521367522,0.7222222222222222,0.6923076923076923
1.0,0.23076923076923078,0.047619047619047616,0.05555555555555555,1.0,1.0,1.0,1.0,1.0,1.0,0.5000625078134767,0.6550262010480419,0.875,0.141025641025641,0.2393162393162393,0.05555555555555555,0.23076923076923078
1.0,0.8461538461538463,0.8095238095238095,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6667500104179692,0.8599943997759908,1.0,0.9102564102564102,0.9401709401709403,0.8333333333333333,0.8461538461538463
0.5428571428571428,0.34615384615384615,0.2857142857142857,0.2777777777777778,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.96,1.0,0.8334375130224609,0.902747220999951,0.9998,0.8461538461538461,0.8974358974358975,0.2777777777777778,0.34615384615384615
1.0,0.8076923076923077,0.7619047619047619,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5000625078134767,0.6933610677760443,1.0,0.782051282051282,0.8547008547008548,0.8333333333333333,0.8076923076923077
0.9714285714285714,0.42307692307692313,0.2857142857142857,0.3333333333333333,1.0,1.0,1.0,0.8,0.9666666666666667,1.0,0.0,0.7108617678040455,0.0,0.44871794871794873,0.5982905982905983,0.3333333333333333,0.42307692307692313
1.0,0.5384615384615385,0.42857142857142855,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.3333750052089841,0.5441484326039707,0.6875,0.358974358974359,0.5213675213675214,0.5,0.5384615384615385
1.0,0.7692307692307693,0.7142857142857142,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.908329666519994,0.0,0.9358974358974359,0.9572649572649573,0.8333333333333333,0.7692307692307693
0.39999999999999997,0.15384615384615385,0.09523809523809523,0.1111111111111111,0.4,0.4,0.4,1.0,1.0,1.0,0.0,0.6874649985999438,0.0,0.3974358974358974,0.5470085470085471,0.1111111111111111,0.15384615384615385
0.7142857142857143,0.7692307692307693,0.7619047619047619,0.7777777777777777,0.8,0.8,0.8,1.0,1.0,1.0,0.0,0.8021154179500511,0.0,0.8846153846153846,0.9230769230769231,0.7777777777777777,0.7692307692307693
1.0,0.23076923076923078,0.047619047619047616,0.05555555555555555,1.0,1.0,1.0,1.0,1.0,1.0,0.3333750052089841,0.49997999919996794,0.666666666666667,0.05128205128205133,0.13675213675213674,0.05555555555555555,0.23076923076923078
1.0,0.42307692307692313,0.2857142857142857,0.3333333333333333,1.0,1.0,1.0,0.6,0.9333333333333332,1.0,0.0,0.5616624664986599,0.0,0.2692307692307692,0.36752136752136755,0.3333333333333333,0.42307692307692313
1.0,0.42307692307692313,0.2857142857142857,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6000750093761721,0.7633638678880489,1.0,0.6282051282051282,0.7350427350427351,0.3333333333333333,0.42307692307692313
1.0,0.38461538461538464,0.23809523809523808,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,0.399849981247656,0.6966545328479806,1.0,0.43589743589743585,0.5811965811965811,0.2777777777777778,0.38461538461538464
1.0,0.6153846153846154,0.5238095238095237,0.611111111111111,1.0,1.0,1.0,0.8,0.9818181818181819,1.0,0.0,0.5900069336106777,0.0,0.4615384615384615,0.6153846153846154,0.611111111111111,0.6153846153846154
0.37142857142857144,0.46153846153846156,0.47619047619047616,0.5555555555555556,0.4,0.4,0.4,1.0,1.0,1.0,0.0,0.8374334973398935,0.0,0.923076923076923,0.9487179487179488,0.5555555555555556,0.46153846153846156
1.0,0.42307692307692313,0.2857142857142857,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7266957344960463,0.0,0.5384615384615384,0.6752136752136753,0.3333333333333333,0.42307692307692313
0.37142857142857144,0.6538461538461539,0.7142857142857142,0.8333333333333333,0.4,0.4,0.4,1.0,1.0,1.0,0.0,0.9000360014400576,0.0,0.9487179487179487,0.9658119658119659,0.8333333333333333,0.6538461538461539
0.34285714285714286,0.15384615384615385,0.09523809523809523,0.1111111111111111,0.4,0.4,0.4,1.0,1.0,1.0,0.5000625078134767,0.749929997199888,0.9998,0.5256410256410257,0.6666666666666667,0.1111111111111111,0.15384615384615385
1.0,0.6538461538461539,0.5714285714285714,0.611111111111111,1.0,1.0,1.0,0.6,0.9636363636363636,1.0,0.0,0.8016337320159473,0.0,0.717948717948718,0.8119658119658121,0.611111111111111,0.6538461538461539
0.7999999999999999,0.46153846153846156,0.3333333333333333,0.38888888888888884,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4133498673280263,0.0,0.2051282051282051,0.3247863247863248,0.38888888888888884,0.46153846153846156
0.5428571428571428,0.2692307692307693,0.19047619047619047,0.2222222222222222,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1.0,1.0,0.0,0.6451646954767081,0.0,0.4230769230769231,0.5726495726495726,0.2222222222222222,0.2692307692307693
0.7142857142857143,0.2692307692307693,0.14285714285714285,0.16666666666666666,0.8,0.8,0.8,1.0,1.0,1.0,0.1998249781222653,0.38329866527994444,0.5,0.10256410256410255,0.1965811965811966,0.16666666666666666,0.2692307692307693
0.22857142857142856,0.038461538461538464,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.4791848981122641,0.47914416576663066,0.479125,0.012820512820512775,0.051282051282051225,0.0,0.038461538461538464
0.5428571428571428,0.11538461538461539,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.0,0.0,0.3333750052089841,0.6111355565333724,1.0,0.06410256410256411,0.1623931623931624,0.0,0.11538461538461539
0.8285714285714285,0.42307692307692313,0.3333333333333333,0.38888888888888884,0.8,0.8,0.8,0.6,0.9142857142857143,1.0,0.0,0.4875195007800312,0.0,0.21794871794871798,0.3333333333333333,0.38888888888888884,0.42307692307692313
0.7142857142857143,0.19230769230769232,0.047619047619047616,0.05555555555555555,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.7499799991999679,0.0,0.24358974358974353,0.35042735042735035,0.05555555555555555,0.19230769230769232
0.37142857142857144,0.15384615384615385,0.09523809523809523,0.05555555555555555,0.4,0.4,0.4,1.0,1.0,1.0,0.0,0.26663566542661704,0.0,0.03846153846153844,0.07692307692307689,0.05555555555555555,0.15384615384615385
0.05714285714285714,0.11538461538461539,0.09523809523809523,0.1111111111111111,0.4,0.2,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.11538461538461543,0.20512820512820512,0.1111111111111111,0.11538461538461539
0.0,0.038461538461538464,0.047619047619047616,0.05555555555555555,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.05555555555555555,0.038461538461538464
0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.038461538461538464,0.047619047619047616,0.05555555555555555,0.0,0.0,0.0,0.8,0.8,0.8,0.0,0.0,0.0,0.2948717948717949,0.41880341880341887,0.05555555555555555,0.038461538461538464
